----[BEISTRICH GETRENNTE CSV!]
----Code, Parent Key Columns, Child Key Columns 
KSC_KST,KOST_KOSTENSTAMMNR; KOST_KNOTENREFNR; KORENR; KOST_KOSTENTYP; FIRMENNR,KOSTENSTAMMNR; KNOTENREFNR; KORENR; KOSTENTYP; FIRMENNR
KSE_KST,FIRMENNR; KORENR; KNOTEN_KNOTENREFNR; KNOTEN_KOSTENSTAMMNR; KNOTEN_KOSTENTYP,FIRMENNR; KORENR; KNOTENREFNR; KOSTENSTAMMNR; KOSTENTYP
KZE_KST,KNOTENKOSTENTYP_RF1; KORENR; KNOTENREFNR_RF1; KNOTENKOSTENNR_RF1; FWK_FIRMENNR,KOSTENTYP; KORENR; KNOTENREFNR; KOSTENSTAMMNR; FIRMENNR
KSC_KST,KORENR; KOTR_KOSTENTYP; FIRMENNR; KOTR_KNOTENREFNR; KOTR_KOSTENSTAMMNR,KORENR; KOSTENTYP; FIRMENNR; KNOTENREFNR; KOSTENSTAMMNR
KSE_KST,ZIEL_KOSTENSTAMMNR; ZIEL_KOSTENTYP; ZIEL_KNOTENREFNR; FIRMENNR; KORENR,KOSTENSTAMMNR; KOSTENTYP; KNOTENREFNR; FIRMENNR; KORENR
KSC_KST,ABT_KOSTENTYP; KORENR; FIRMENNR; ABT_KNOTENREFNR; ABT_KOSTENSTAMMNR,KOSTENTYP; KORENR; FIRMENNR; KNOTENREFNR; KOSTENSTAMMNR
KSE_KST,KOST_KOSTENSTAMMNR; KOST_KOSTENTYP; KOST_KNOTENREFNR; FIRMENNR; KORENR,KOSTENSTAMMNR; KOSTENTYP; KNOTENREFNR; FIRMENNR; KORENR
KSC_KST,DIM_KOSTENTYP; KORENR; FIRMENNR; DIM_KNOTENREFNR; DIM_KOSTENSTAMMNR,KOSTENTYP; KORENR; FIRMENNR; KNOTENREFNR; KOSTENSTAMMNR
KSE_KST,KOTR_KOSTENSTAMMNR; KOTR_KOSTENTYP; KOTR_KNOTENREFNR; FIRMENNR; KORENR,KOSTENSTAMMNR; KOSTENTYP; KNOTENREFNR; FIRMENNR; KORENR
KSC_KST,GBR_KOSTENTYP; KORENR; FIRMENNR; GBR_KNOTENREFNR; GBR_KOSTENSTAMMNR,KOSTENTYP; KORENR; FIRMENNR; KNOTENREFNR; KOSTENSTAMMNR
KSE_KST,ABT_KOSTENSTAMMNR; ABT_KOSTENTYP; ABT_KNOTENREFNR; FIRMENNR; KORENR,KOSTENSTAMMNR; KOSTENTYP; KNOTENREFNR; FIRMENNR; KORENR
KSE_KST,KORENR; FIRMENNR; DIM_KNOTENREFNR; DIM_KOSTENTYP; DIM_KOSTENSTAMMNR,KORENR; FIRMENNR; KNOTENREFNR; KOSTENTYP; KOSTENSTAMMNR
KSE_KST,GBR_KOSTENSTAMMNR; GBR_KOSTENTYP; GBR_KNOTENREFNR; FIRMENNR; KORENR,KOSTENSTAMMNR; KOSTENTYP; KNOTENREFNR; FIRMENNR; KORENR
KSE_KST,KORENR; FIRMENNR; SEL_KNOTENREFNR; SEL_KOSTENTYP; SEL_KOSTENSTAMMNR,KORENR; FIRMENNR; KNOTENREFNR; KOSTENTYP; KOSTENSTAMMNR
FMJ_KSU,KSU_KASSENSUMMENKOPFID,KASSENSUMMENKOPFID
KAJ_KSU,KASSENSUMMENKOPFID,KASSENSUMMENKOPFID
KSD_KSU,KSU_KASSENSUMMENKOPFID,KASSENSUMMENKOPFID
KSU_KSU,FOLGE_KASSENSUMMENKOPFID,KASSENSUMMENKOPFID
KTG_KTK,FIRMENNR; FIBUNR; KONTENKREISNR; KREIS_KONTENGRUPPE,FIRMENNR; FIBUNR; KONTENKREISNR; KREIS_KONTENGRUPPE
BEZ_KTO,FIRMENNR; FIBUNR; KONTONR,FIRMENNR; FIBUNR; KONTONR
BUC_KTO,KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
ERB_KTO,FIRMENNR; FIBUNR; LIEFKONTO,FIRMENNR; FIBUNR; KONTONR
ERK_KTO,ERFASSKONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
EXT_KTO,FIRMENNR; FIBUNR; KONTONR,FIRMENNR; FIBUNR; KONTONR
KZP_KTO,FIBUNR; FIRMENNR; KONTONR,FIBUNR; FIRMENNR; KONTONR
MAH_KTO,KONTONR; FIRMENNR; FIBUNR,KONTONR; FIRMENNR; FIBUNR
MAV_KTO,VZINSEN_KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
MSU_KTO,FIRMENNR; FIBUNR; KONTONR,FIRMENNR; FIBUNR; KONTONR
UVW_KTO,KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
VBV_KTO,FIRMENNR; FIBUNR; KTO_KONTONR,FIRMENNR; FIBUNR; KONTONR
VEB_KTO,KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
VKP_KTO,FIRMENNR; FIBUNR; KUERZUNG_KTO_KLASSE0,FIRMENNR; FIBUNR; KONTONR
VKP_KTO,KUERZUNG_KTO_KLASSE1; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
VKP_KTO,FIRMENNR; FIBUNR; KUERZUNG_KTO_KLASSE2,FIRMENNR; FIBUNR; KONTONR
VKP_KTO,KUERZUNG_KTO_KLASSE3; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
VKP_KTO,FIRMENNR; FIBUNR; KUERZUNG_KTO_KLASSE4,FIRMENNR; FIBUNR; KONTONR
VKP_KTO,KUERZUNG_KTO_KLASSE5; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
VKP_KTO,FIRMENNR; FIBUNR; KUERZUNG_KTO_KLASSE6,FIRMENNR; FIBUNR; KONTONR
VKP_KTO,FIBUNR; KUERZUNG_KTO_KLASSE7; FIRMENNR,FIBUNR; KONTONR; FIRMENNR
VKP_KTO,FIRMENNR; KUERZUNG_KTO_KLASSE8; FIBUNR,FIRMENNR; KONTONR; FIBUNR
VKP_KTO,FIBUNR; KUERZUNG_KTO_KLASSE9; FIRMENNR,FIBUNR; KONTONR; FIRMENNR
VSR_KTO,KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
YBM_KTO,FIBUNR; ABGR_ORIGKONTONR; FIRMENNR,FIBUNR; KONTONR; FIRMENNR
YBU_KTO,FIRMENNR; KONTONR; FIBUNR,FIRMENNR; KONTONR; FIBUNR
ZBM_KTO,FIBUNR; KONTONR; FIRMENNR,FIBUNR; KONTONR; FIRMENNR
ZBR_KTO,FIRMENNR; FIBUNR; KONTONR,FIRMENNR; FIBUNR; KONTONR
ZIK_KTO,KONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
ZSU_KTO,FIRMENNR; FIBUNR; KONTONR,FIRMENNR; FIBUNR; KONTONR
ZVK_KTO,GEGENVERRKONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
BEZ_KTO,FIRMENNR; FIBUNR; GEGENVERRKONTO,FIRMENNR; FIBUNR; KONTONR
BUC_KTO,KTO_GEGENKONTONR; FIBUNR; FIRMENNR,KONTONR; FIBUNR; FIRMENNR
EXT_KTO,FIRMENNR; FIBUNR; GEGENKONTONR,FIRMENNR; FIBUNR; KONTONR
MAH_KTO,FIBUNR; FIRMENNR; GEGENVERRKONTO,FIBUNR; FIRMENNR; KONTONR
MAV_KTO,FIBUNR; MAHNGEB_KONTONR; FIRMENNR,FIBUNR; KONTONR; FIRMENNR
VEB_KTO,FIRMENNR; GEGENKONTONR; FIBUNR,FIRMENNR; KONTONR; FIBUNR
YBM_KTO,FIBUNR; ABGR_KONTONR1; FIRMENNR,FIBUNR; KONTONR; FIRMENNR
YBU_KTO,FIRMENNR; KTO_GEGENKONTONR; FIBUNR,FIRMENNR; KONTONR; FIBUNR
YBM_KTO,FIBUNR; ABGR_KONTONR2; FIRMENNR,FIBUNR; KONTONR; FIRMENNR
KUS_KUD,KURSDATEINR,KURSDATEINR
AMZ_KUG,KUNDENGRUPPEN_FIRMENNR; KUNDENHAUPTGRUPPENNR; KUNDENUNTERGRUPPENNR,FIRMENNR; KUNDENHAUPTGRUPPENNR; KUNDENUNTERGRUPPENNR
KLI_KUG,KUNDENUNTERGRUPPENNR; KUNDENHAUPTGRUPPENNR; KUG_FIRMENNR,KUNDENUNTERGRUPPENNR; KUNDENHAUPTGRUPPENNR; FIRMENNR
KUR_KUV,FIRMENNR; KORENR; VARIANTE,FIRMENNR; KORENR; VARIANTE
UDI_KUV,VARIANTE; KORENR; FIRMENNR,VARIANTE; KORENR; FIRMENNR
UDP_KUV,FIRMENNR; KORENR; VARIANTE,FIRMENNR; KORENR; VARIANTE
UMI_KUV,VARIANTE; KORENR; FIRMENNR,VARIANTE; KORENR; FIRMENNR
UMP_KUV,FIRMENNR; KORENR; VARIANTE,FIRMENNR; KORENR; VARIANTE
KVT_KVN,HRSSEQID; DATENBESTANDNR; KVTAB_KZ; KVTAB_LFDNR,HRSSEQID; DATENBESTANDNR; KVNAME_KZ; KVNAME_LFDNR
KVV_KVN,KVTAB_LFDNR; KVTAB_KZ; DATENBESTANDNR; HRSSEQID,KVNAME_LFDNR; KVNAME_KZ; DATENBESTANDNR; HRSSEQID
LAR_KVT,KVID; KVT_KZ; KVT_GUELTIGAB; KVT_SPALTE; KVT_ZEILE; DBSNR; KVT_LFDNR,HRSSEQID; KVTAB_KZ; KVTAB_GUELTIGAB; KVTAB_SPALTE; KVTAB_ZEILE; DATENBESTANDNR; KVTAB_LFDNR
BOP_KWP,KWP_PROTOKOLLID,PROTOKOLLID
KAP_KWP,KWP_PROTOKOLLID,PROTOKOLLID
KAS_KZA,RETOURGELD_KZAID,KZAID
KSD_KZA,KZA_KZAID,KZAID
LAG_LAA,FIRMENNR; LAGERARTNR,FIRMENNR; LAGERARTNR
ARL_LAG,VORGABE_LAGERNR; VORGABE_FIL_FIRMENNR,LAGERNR; FIRMENNR
AVE_LAG,LAG_FIRMENNR; LAG_LAGERNR,FIRMENNR; LAGERNR
AVL_LAG,LAG_LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
BOP_LAG,LAG_FIRMENNR; LAG_LAGERNR,FIRMENNR; LAGERNR
BPD_LAG,LAG_LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
BPK_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
BVO_LAG,LAGERNR; HAUPTFIRMENNR,LAGERNR; FIRMENNR
DIS_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
EFK_LAG,LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
ELV_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
EPS_LAG,LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
ERO_LAG,LAG_LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
ERZ_LAG,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR,FIRMENNR; LAGERNR
IAP_LAG,FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
IVK_LAG,LAGERNR; FIRMENNR,LAGERNR; FIRMENNR
IVP_LAG,LAGERNR; FIRMENNR,LAGERNR; FIRMENNR
KAP_LAG,LAG_FIRMENNR; LAG_LAGERNR,FIRMENNR; LAGERNR
KAS_LAG,LAG_LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
LAD_LAG,ARL_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
LAJ_LAG,LAGERNR; ARTIKELFIRMENNR,LAGERNR; FIRMENNR
LAP_LAG,LAGERNR; FIRMENNR,LAGERNR; FIRMENNR
LGW_LAG,FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
LKO_LAG,LAGERNR; ARTIKELIDFIRMENNR,LAGERNR; FIRMENNR
LMB_LAG,FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
LMW_LAG,LAGERNR; FIRMENNR,LAGERNR; FIRMENNR
LPO_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
MDA_LAG,LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
TRE_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
TRJ_LAG,FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
WAD_LAG,ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR,LAGERNR; FIRMENNR
WAF_LAG,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR,FIRMENNR; LAGERNR
WAG_LAG,VORGABE_FIRMENNR; VORGABE_LAGERNR,FIRMENNR; LAGERNR
WAK_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
WAP_LAG,LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
WEI_LAG,LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
WEJ_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
WEL_LAG,LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
WEN_LAG,LAGERNR; LAG_FIRMENNR,LAGERNR; FIRMENNR
WEO_LAG,LAG_FIRMENNR; LAGERNR,FIRMENNR; LAGERNR
WKG_LAG,ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR,LAGERNR; FIRMENNR
WKP_LAG,LAGERNR; FIRMENNR,LAGERNR; FIRMENNR
ARL_LAG,PRODABG_LAG_FIRMENNR; PRODABG_LAGERNR,FIRMENNR; LAGERNR
AVE_LAG,ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR,LAGERNR; FIRMENNR
BPD_LAG,QUELLLAGER_FIRMENNR; QUELLLAGER_LAGERNR,FIRMENNR; LAGERNR
BPK_LAG,QUELLLAGER_FIRMENNR; QUELLLAGER_LAGERNR,FIRMENNR; LAGERNR
EFK_LAG,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR,FIRMENNR; LAGERNR
ELV_LAG,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR,FIRMENNR; LAGERNR
EPS_LAG,ZIELLAGERNR; LAG_ZIEL_FIRMENNR,LAGERNR; FIRMENNR
ERO_LAG,ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR,LAGERNR; FIRMENNR
ERZ_LAG,VORSCHLAG_LAGER_FIRMEN; VORSCHLAG_LAGERNR,FIRMENNR; LAGERNR
LAD_LAG,ARL_FIRMENNR; VORGABE_LAGERNR,FIRMENNR; LAGERNR
LAJ_LAG,UMB_LAGERNR; ARTIKELFIRMENNR,LAGERNR; FIRMENNR
LPO_LAG,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR,FIRMENNR; LAGERNR
MDA_LAG,ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR,LAGERNR; FIRMENNR
TRJ_LAG,FIRMENNR; UMB_LAGERNR,FIRMENNR; LAGERNR
WAD_LAG,ABGANGSLAGER_FIRMENNR; ABGANGSLAGER_LAGERNR,FIRMENNR; LAGERNR
WAG_LAG,VORG_LAGERNR_EK; VORG_LAG_FIRMENNR_EK,LAGERNR; FIRMENNR
WAP_LAG,QUELLLAGER_FIRMENNR; QUELLLAGER_LAGERNR,FIRMENNR; LAGERNR
WKG_LAG,ABGANGSLAGER_LAGERNR; ABGANGSLAGER_FIRMENNR,LAGERNR; FIRMENNR
ARL_LAG,VORG_LAG_FIRMENNR_EK; VORG_LAGERNR_EK,FIRMENNR; LAGERNR
AVE_LAG,KOPF_LAG_FIRMENNR; KOPF_LAG_LAGERNR,FIRMENNR; LAGERNR
ELV_LAG,KOM_QUELL_LAG_FIRMENNR; KOM_QUELL_LAGERNR,FIRMENNR; LAGERNR
IVP_LAJ,LAJ_FIRMENNR; LAGERJOURNALLFDNR,FIRMENNR; LAGERJOURNALLFDNR
LAJ_LAJ,UMB_ABG_LAGERJOURNALLFDNR; FIRMENNR,LAGERJOURNALLFDNR; FIRMENNR
WEJ_LAJ,LAGERJOURNALLFDNR; LAJ_FIRMENNR,LAGERJOURNALLFDNR; FIRMENNR
WLZ_LAJ,LAJ_FIRMENNR; LAJ_LAGERJOURNALLFDNR,FIRMENNR; LAGERJOURNALLFDNR
LAJ_LAJ,ORIG_LAGERJOURNALLFDNR; FIRMENNR,LAGERJOURNALLFDNR; FIRMENNR
LAJ_LAJ,FIRMENNR; STORNO_GS_ORIG_LFDNR,FIRMENNR; LAGERJOURNALLFDNR
ADD_LAN,LANDNR,LANDNR
ADL_LAN,LANDNR,LANDNR
AGA_LAN,LANDNR,LANDNR
BAK_LAN,LANDNR,LANDNR
BLD_LAN,LANDNR,LANDNR
BRA_LAN,LANDNR,LANDNR
BRT_LAN,LANDNR,LANDNR
DBS_LAN,LANDNR,LANDNR
DLN_LAN,LANDNR,LANDNR
FIN_LAN,LANDNR,LANDNR
FIR_LAN,FIRMA_LANDNR,LANDNR
FTG_LAN,LANDNR,LANDNR
GEM_LAN,LANDNR,LANDNR
GER_LAN,LANDNR,LANDNR
GKK_LAN,LANDNR,LANDNR
GWK_LAN,LANDNR,LANDNR
HFT_LAN,LANDNR,LANDNR
INS_LAN,LANDNR,LANDNR
INT_LAN,LANDNR,LANDNR
IWV_LAN,LANDNR,LANDNR
LAN_LAN,STEUER_LANDNR,LANDNR
MIT_LAN,LANDNR,LANDNR
MVK_LAN,LANDNR,LANDNR
OBP_LAN,LANDNR,LANDNR
ORT_LAN,LANDNR,LANDNR
PER_LAN,LANDNR,LANDNR
PRO_LAN,LANDNR,LANDNR
PSW_LAN,BERUF_LANDNR,LANDNR
PVF_LAN,LANDNR,LANDNR
REG_LAN,LANDNR,LANDNR
RFM_LAN,LANDNR,LANDNR
SOZ_LAN,LANDNR,LANDNR
STE_LAN,LANDNR,LANDNR
XSE_LAN,KEY_LANDNR,LANDNR
ZAS_LAN,LANDNR,LANDNR
ZVB_LAN,LANDNR,LANDNR
FIR_LAN,RECHTSVERSION_LANDNR,LANDNR
INT_LAN,HANDELSPLANDNR,LANDNR
LAN_LAN,INTRASTAT_LANDNR,LANDNR
OBP_LAN,STAATSANGEHOERIGKEIT,LANDNR
ZAS_LAN,AUFTRAGGEBERLANDNR,LANDNR
INT_LAN,URSPRUNGSLANDNR,LANDNR
ZAS_LAN,EMPFAENGERLANDNR,LANDNR
ZAS_LAN,AUFTRAGGEBERLANDNRADR,LANDNR
ZAS_LAN,EMPFAENGERLANDNRADR,LANDNR
ARL_LAP,VORGABE_LAGERNR; VORGABE_LAGERPLATZ; VORGABE_FIL_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
AVE_LAP,LAG_FIRMENNR; LAG_LAGERNR; LAP_LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
AVL_LAP,LAP_LAGERPLATZ; LAG_LAGERNR; LAG_FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
BOP_LAP,LAG_FIRMENNR; LAG_LAGERNR; LAP_LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
BPD_LAP,LAGERPLATZ; LAG_LAGERNR; LAG_FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
BPK_LAP,QUELLLAGER_FIRMENNR; QUELLLAGER_LAGERNR; QUELLLAGER_LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
BVO_LAP,LAGERPLATZ; HAUPTFIRMENNR; LAGERNR,LAGERPLATZ; FIRMENNR; LAGERNR
DIS_LAP,LAGERNR; LAG_FIRMENNR; LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
EFK_LAP,LAGERPLATZ; LAGERNR; LAG_FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
ELV_LAP,LAG_FIRMENNR; LAGERNR; LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
EPS_LAP,LAGERNR; LAGERPLATZ; LAG_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
ERO_LAP,LAG_LAGERNR; LAG_FIRMENNR; LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
ERZ_LAP,ZIELLAGER_LAGERPLATZ; ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR,LAGERPLATZ; FIRMENNR; LAGERNR
IAP_LAP,FIRMENNR; LAGERNR; LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
IVK_LAP,LAGERPLATZ; LAGERNR; FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
IVP_LAP,LAGERNR; FIRMENNR; LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
KAP_LAP,LAP_LAGERPLATZ; LAG_FIRMENNR; LAG_LAGERNR,LAGERPLATZ; FIRMENNR; LAGERNR
LAD_LAP,ARL_FIRMENNR; LAGERNR; VORGABE_LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
LAG_LAP,WARENANN_LAGERPLATZ; LAGERNR; FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
LAJ_LAP,LAGERNR; ARTIKELFIRMENNR; LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
LKO_LAP,LAGERPLATZ; LAGERNR; ARTIKELIDFIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
LMB_LAP,FIRMENNR; LAGERNR; LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
LPM_LAP,LAGERPLATZ; LAGERNR; FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
LPO_LAP,LAG_FIRMENNR; LAGERNR; LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
LPW_LAP,LAGERPLATZ; LAGERNR; FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
MDA_LAP,LAGERNR; LAG_FIRMENNR; LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
TRE_LAP,LAGERPLATZ; LAG_FIRMENNR; LAGERNR,LAGERPLATZ; FIRMENNR; LAGERNR
TRJ_LAP,LAGERNR; FIRMENNR; LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
WAD_LAP,ZIELLAGER_LAGERPLATZ; ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR,LAGERPLATZ; FIRMENNR; LAGERNR
WAF_LAP,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERPLATZ; ZIELLAGER_LAGERNR,FIRMENNR; LAGERPLATZ; LAGERNR
WAG_LAP,VORGABE_LAGERNR; VORGABE_LAGERPLATZ; VORGABE_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
WAK_LAP,LAG_FIRMENNR; LAGERNR; LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
WAP_LAP,LAGERNR; LAGERPLATZ; LAG_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
WKG_LAP,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR; ZIELLAGER_LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
ARL_LAP,PRODABG_LAGERPLATZ; PRODABG_LAGERNR; PRODABG_LAG_FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
AVE_LAP,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERNR; ZIELLAGER_LAGERPLATZ,FIRMENNR; LAGERNR; LAGERPLATZ
BPD_LAP,QUELLLAGER_LAGERNR; QUELLLAGER_LAGERPLATZ; QUELLLAGER_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
BPK_LAP,LAG_FIRMENNR; LAGERPLATZ; LAGERNR,FIRMENNR; LAGERPLATZ; LAGERNR
EFK_LAP,ZIELLAGER_LAGERNR; ZIELLAGER_LAGERPLATZ; ZIELLAGER_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
ELV_LAP,ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERPLATZ; ZIELLAGER_LAGERNR,FIRMENNR; LAGERPLATZ; LAGERNR
EPS_LAP,ZIELLAGERNR; ZIELLAGERPLATZ; LAG_ZIEL_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
ERO_LAP,ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
ERZ_LAP,VORSCHLAG_LAGERPLATZ; VORSCHLAG_LAGERNR; VORSCHLAG_LAGER_FIRMEN,LAGERPLATZ; LAGERNR; FIRMENNR
LAJ_LAP,UMB_LAGERNR; ARTIKELFIRMENNR; UMB_LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
LPO_LAP,ZIELLAGER_LAGERPLATZ; ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
MDA_LAP,ZIELLAGER_LAGERNR; ZIELLAGER_FIRMENNR; ZIELLAGER_LAGERPLATZ,LAGERNR; FIRMENNR; LAGERPLATZ
TRJ_LAP,UMB_LAGERPLATZ; UMB_LAGERNR; FIRMENNR,LAGERPLATZ; LAGERNR; FIRMENNR
WAG_LAP,VORG_LAG_FIRMENNR_EK; VORG_LAGERPLATZ_EK; VORG_LAGERNR_EK,FIRMENNR; LAGERPLATZ; LAGERNR
WAP_LAP,QUELLLAGER_LAGERNR; QUELLLAGER_LAGERPLATZ; QUELLLAGER_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
ARL_LAP,VORG_LAG_FIRMENNR_EK; VORG_LAGERPLATZ_EK; VORG_LAGERNR_EK,FIRMENNR; LAGERPLATZ; LAGERNR
AVE_LAP,KOPF_LAG_LAGERNR; KOPF_LAP_LAGERPLATZ; KOPF_LAG_FIRMENNR,LAGERNR; LAGERPLATZ; FIRMENNR
ELV_LAP,KOM_QUELL_LAG_FIRMENNR; KOM_QUELL_LAGERPLATZ; KOM_QUELL_LAGERNR,FIRMENNR; LAGERPLATZ; LAGERNR
ABD_LAQ,LOHNARTID,LOHNARTID
ABG_LAQ,LOHNARTID,LOHNARTID
ABM_LAQ,LAQ_LOHNARTID,LOHNARTID
ALO_LAQ,LOHNARTID,LOHNARTID
BAR_LAQ,LAQ_LOHNARTID,LOHNARTID
BBR_LAQ,QUELLE_LAQ_LOHNARTID,LOHNARTID
BFI_LAQ,WEIHNACHTREMUN_LOHNART,LOHNARTID
BRE_LAQ,LOHNARTID,LOHNARTID
BRP_LAQ,LOHNARTID,LOHNARTID
DNZ_LAQ,LOHNARTID,LOHNARTID
EFP_LAQ,LOHNART_FW,LOHNARTID
ERX_LAQ,LOHNARTID,LOHNARTID
FWE_LAQ,LOHNARTID,LOHNARTID
HAK_LAQ,LOHNARTID,LOHNARTID
IPU_LAQ,LAQ_LOHNARTID,LOHNARTID
KSZ_LAQ,LOHNARTID,LOHNARTID
LAK_LAQ,BASIS_LOHNARTID,LOHNARTID
LAR_LAQ,LAQID,LOHNARTID
LAW_LAQ,LOHNARTID,LOHNARTID
LGZ_LAQ,LOHNARTID,LOHNARTID
LKV_LAQ,LAQ_LOHNARTID,LOHNARTID
LNS_LAQ,INPUTLAID,LOHNARTID
LOZ_LAQ,LOHNARTID,LOHNARTID
MAD_LAQ,LOHNARTID,LOHNARTID
PSM_LAQ,NETTOBRUTTO_LOHNARTID,LOHNARTID
SBA_LAQ,LOHNARTID,LOHNARTID
SPE_LAQ,LOHNARTID,LOHNARTID
SZU_LAQ,LOHNARTID,LOHNARTID
TML_LAQ,LOHNARTID,LOHNARTID
BBR_LAQ,LAQ_LOHNARTID,LOHNARTID
BFI_LAQ,SONDERZAHLUNG3_LOHNART,LOHNARTID
DNZ_LAQ,LOHNART_AUSBEZAHLT,LOHNARTID
EFP_LAQ,LOHNART1,LOHNARTID
