---manuelle Felder:


---Felder von SQL Datenbank
Code,Comment,Description,Datentyp
POS_WFZ_WFZID,,,SEQID
POZ_AENDERUNGSDATUM,,,DATE
POZ_ASR_AUSSCHREIBUNGSNR,,,N10
POZ_ASR_FIRMENNR,,,N10
POZ_BWB_BEWERBID,,,N15
POZ_DII_AKTIONSNR,,,N15
POZ_DII_DIAGRAMMINSTANZNR,,,N15
POZ_DII_DIAGRAMMNR,,,N15
POZ_ERSTELLDATUM,,,DATE
POZ_ERSTELLUSER,,,A10
POZ_LETZTERUSER,,,A10
POZ_MAB_MITARBAUSBID,,,N15
POZ_PER_FIRMENNR,,,N10
POZ_PER_PERSONENID,,,A16
POZ_PWZID,,,bigint (19. 0)
PP7_FIBUNR,,,N6
PP7_FIRMENNR,,,N10
PP7_HABEN,,,numeric (17. 2)
PP7_KONTENGRUPPE,,,N1
PP7_KONTONR,,,N10
PP7_PERSONENID,,,A16
PP7_SALDO,,,numeric (18. 2)
PP7_SOLL,,,numeric (17. 2)
PP7_UMSATZ,,,numeric (28. 2)
PPA_AENDERUNGSDATUM,,,DATE
PPA_BMDUSERID,,,A10
PPA_ERSTELLDATUM,,,DATE
PPA_ERSTELLUSER,,,A10
PPA_KOPFID,,,SEQID
PPA_LETZTERUSER,,,A10
PPA_PARAMTEXT,,,BIGSTRING
PPA_PARAMTYP,,,N2
PPA_PARAMWERT,,,N9
PPA_PPAID,,,bigint (19. 0)
PPA_PPSKAPAID,,,N15
PPA_PROJEKTID,,,N15
PPE_EFK_ERFASSUNGSKZ,,,nvarchar (3)
PPE_EFK_ERFASSUNGSNR,,,bigint (19. 0)
PPE_EFK_FIRMENNR,,,bigint (19. 0)
PPE_ORIGIN,,,int (10. 0)
PPE_PCK_PPSKAPAID,,,N15
PPE_ROWNR,,,int (10. 0)
PPF_ADRESSE,,,A1024
PPF_AENDERUNGSDATUM,,,DATE
PPF_CHECKSUM,,,A100
PPF_ERSTELLDATUM,,,DATE
PPF_ERSTELLUSER,,,A10
PPF_FIRMENNR,,,N10
PPF_FONCODE,,,N4
PPF_LETZTERUSER,,,A10
PPF_MIT_FIRMENNR,,,N10
PPF_MITARBEITERID,,,A16
PPF_NAME,,,A255
PPF_PERSONENID,,,A16
PPF_PRUEFUNG_DATUM,,,DATE
PPF_PRUEFUNG_FIRMENNR,,,N10
PPF_PRUEFUNG_USERID,,,A10
PPF_PRUEFUNGSID,,,N15
PPF_SEQUID,,,bigint (19. 0)
PPF_STATUS,,,N1
PPF_STATUS_STUFE1,,,N1
PPF_TEXT,,,A255
PPF_TYP,,,N1
PPF_UIDNR,,,A20
PPF_WEBSERVICEKZ,,,N1
PPM_AENDERUNGSDATUM,,,DATE
PPM_BEZ,,,A255
PPM_DKZID,,,SEQID
PPM_ERG_BERECHNUNG_KZ1,,,N4
PPM_ERG_BERECHNUNG_KZ2,,,N4
PPM_ERG_PROZENT,,,N3
PPM_ERSTELLDATUM,,,DATE
PPM_ERSTELLUSER,,,A10
PPM_FIRMENNR,,,N10
PPM_FREIFELDA01,,,A120
PPM_FREIFELDA02,,,A120
PPM_FREIFELDN01,,,N5
PPM_FREIFELDN02,,,N5
PPM_IST_WERKSTOFF_ZERST,,,N1
PPM_LETZTERUSER,,,A10
PPM_MIT_FIRMENNR,,,N10
PPM_MITARBEITERID,,,A16
PPM_PPMID,,,SEQID
PPM_PRLID,,,SEQID
PPM_PRU_FIRMENNR,,,N10
PPM_PRU_PRUID,,,N9
PPM_QPSID,,,SEQID
PPM_SOLL_ANZ_TSETS,,,N5
PPM_STATUS,,,N5
PPP_AENDERUNGSDATUM,,,DATE
PPP_ERSTELLDATUM,,,DATE
PPP_ERSTELLUSER,,,A10
PPP_FIRMENNR,,,N10
PPP_LETZTERUSER,,,A10
PPP_POOLBEZ,,,A80
PPP_PPPID,,,SEQID
PPR_IST_MA_CALCED,,,numeric (38. 7)
PPR_IST_MA_ZEIT,,,N10
PPR_IST_TOT_H,,,N10
PPR_PCK_SOLL_MA_ZEIT,,,N10
PPR_PROJEKTID,,,N15
PPR_SOLL_MAZ_ZEIT,,,N15
PPR_SOLL_TOT_H,,,N10
PPU_AENDERUNGSDATUM,,,DATE
PPU_DATUMBIS,,,DATE
PPU_DATUMVON,,,DATE
PPU_ERSTELLDATUM,,,DATE
PPU_ERSTELLUSER,,,A10
PPU_LETZTERUSER,,,A10
PPU_PER_FIRMENNR,,,N10
PPU_PER_PERSONENID,,,A16
PPU_PPPID,,,SEQID
PPU_PPUID,,,SEQID
PPU_PRIORITAET,,,N9
PPU_PROZENTVERF,,,numeric (15. 5)
PPZ_AENDERUNGSDATUM,,,DATE
PPZ_ERSTELLDATUM,,,DATE
PPZ_ERSTELLUSER,,,A10
PPZ_LETZTERUSER,,,A10
PPZ_PLG_FIRMENNR,,,N10
PPZ_PLG_PLANGRLFDNR,,,N9
PPZ_PRS_FIRMENNR,,,N10
PPZ_PRS_PROZESSID,,,A10
PR1_PRS_AENDERUNGSDATUM,,,DATE
PR1_PRS_APPOINTMENT_NOTIFY,,,N10
PR1_PRS_ARL_FIRMENNR,,,N10
PR1_PRS_ARL_TAETIGKEIT,,,A50
PR1_PRS_AUFGABE_KATEGORIEKZ,,,N4
PR1_PRS_AUFGABE_KATEGORIELFDNR,,,N4
PR1_PRS_AUTORISIERUNG_STEMPELN,,,N2
PR1_PRS_BAZ_ABFRAGE,,,N1
PR1_PRS_BDE_BAZ_MA_BEZUG,,,N1
PR1_PRS_BERECHNUNGSFORMEL,,,BIGSTRING
PR1_PRS_CHECKLISTE_BLOBLFDNR,,,N15
PR1_PRS_EDIT_DOG,,,A10
PR1_PRS_ERSTELLDATUM,,,DATE
PR1_PRS_ERSTELLUSER,,,A10
PR1_PRS_FIRMENNR,,,N10
PR1_PRS_GEPLANT_KATEGORIEKZ,,,N4
PR1_PRS_GEPLANT_KATEGORIELFDNR,,,N4
PR1_PRS_KAT_KATEGORIEKZ,,,N4
PR1_PRS_KAT_KATEGORIELFDNR,,,N4
PR1_PRS_LETZTERUSER,,,A10
PR1_PRS_LIEGEDAUER,,,N10
PR1_PRS_MATRM_ABST,,,N1
PR1_PRS_MATRM_ANST,,,N1
PR1_PRS_MENGENABFRAGE,,,N1
PR1_PRS_MERKMAL1,,,A120
PR1_PRS_MERKMAL2,,,A120
PR1_PRS_MERKMAL3,,,A120
PR1_PRS_MERKMAL4,,,A120
PR1_PRS_MERKMAL5,,,A120
PR1_PRS_MHD_RELEVANT,,,N1
PR1_PRS_PERIODENKZ,,,N2
PR1_PRS_POSTITNR,,,N15
PR1_PRS_PROZESS_KURZ_BEZ,,,A10
PR1_PRS_PROZESSBEZ,,,A255
PR1_PRS_PROZESSFARBE,,,N10
PR1_PRS_PROZESSID,,,A10
PR1_PRS_PROZESSKZ,,,N1
PR1_PRS_REF_PROZESSID,,,A10
PR1_PRS_REFPRS_FIRMENNR,,,N10
PR1_PRS_RSB_BOOKINGMODE,,,N2
PR1_PRS_RSB_RM,,,N4
PR1_PRS_SBS_STELLBESCHID,,,N15
PR1_PRS_SERIENNRABFRAGE,,,N2
PR1_PRS_SHOW_DOG,,,A10
PR1_PRS_SOLL_PRZ_KOSTEN_FIX,,,numeric (24. 9)
PR1_PRS_SOLL_PRZ_KOSTEN_GKA,,,numeric (15. 5)
PR1_PRS_SOLL_PRZ_KOSTEN_PM,,,numeric (24. 9)
PR1_PRS_STATUS_STEMPELN_AB,,,N10
PR1_PRS_SYNC_ORGANIZER,,,N1
PR1_PRS_TAETWERT,,,N4
PR1_PRS_TASK_NOTIFY,,,N10
PR1_PRS_TERMIN_KATEGORIEKZ,,,N4
PR1_PRS_TERMIN_KATEGORIELFDNR,,,N4
PR1_PRS_USE4EIN,,,N1
PR1_PRS_USE4ILV,,,N1
PR1_PRS_USE4PPS,,,N1
PR1_PRS_USE4PRJ,,,N1
PR1_PRS_USE4ZEIT,,,N1
PR1_PRS_WAG_FIRMENNR,,,N10
PR1_PRS_WAG_TAET_HGR,,,N9
PR1_PRS_WAG_TAET_UGR,,,N9
PR1_PRS_ZUS_ZUSTAENDIGKEITNR,,,N6
PR2_PRS_AENDERUNGSDATUM,,,DATE
PR2_PRS_APPOINTMENT_NOTIFY,,,N10
PR2_PRS_ARL_FIRMENNR,,,N10
PR2_PRS_ARL_TAETIGKEIT,,,A50
PR2_PRS_AUFGABE_KATEGORIEKZ,,,N4
PR2_PRS_AUFGABE_KATEGORIELFDNR,,,N4
PR2_PRS_AUTORISIERUNG_STEMPELN,,,N2
PR2_PRS_BAZ_ABFRAGE,,,N1
PR2_PRS_BDE_BAZ_MA_BEZUG,,,N1
PR2_PRS_BERECHNUNGSFORMEL,,,BIGSTRING
PR2_PRS_CHECKLISTE_BLOBLFDNR,,,N15
PR2_PRS_EDIT_DOG,,,A10
PR2_PRS_ERSTELLDATUM,,,DATE
PR2_PRS_ERSTELLUSER,,,A10
PR2_PRS_FIRMENNR,,,N10
PR2_PRS_GEPLANT_KATEGORIEKZ,,,N4
PR2_PRS_GEPLANT_KATEGORIELFDNR,,,N4
PR2_PRS_KAT_KATEGORIEKZ,,,N4
PR2_PRS_KAT_KATEGORIELFDNR,,,N4
PR2_PRS_LETZTERUSER,,,A10
PR2_PRS_LIEGEDAUER,,,N10
PR2_PRS_MATRM_ABST,,,N1
PR2_PRS_MATRM_ANST,,,N1
PR2_PRS_MENGENABFRAGE,,,N1
PR2_PRS_MERKMAL1,,,A120
PR2_PRS_MERKMAL2,,,A120
PR2_PRS_MERKMAL3,,,A120
PR2_PRS_MERKMAL4,,,A120
PR2_PRS_MERKMAL5,,,A120
PR2_PRS_MHD_RELEVANT,,,N1
PR2_PRS_PERIODENKZ,,,N2
PR2_PRS_POSTITNR,,,N15
PR2_PRS_PROZESS_KURZ_BEZ,,,A10
PR2_PRS_PROZESSBEZ,,,A255
PR2_PRS_PROZESSFARBE,,,N10
PR2_PRS_PROZESSID,,,A10
PR2_PRS_PROZESSKZ,,,N1
PR2_PRS_REF_PROZESSID,,,A10
PR2_PRS_REFPRS_FIRMENNR,,,N10
PR2_PRS_RSB_BOOKINGMODE,,,N2
PR2_PRS_RSB_RM,,,N4
PR2_PRS_SBS_STELLBESCHID,,,N15
PR2_PRS_SERIENNRABFRAGE,,,N2
PR2_PRS_SHOW_DOG,,,A10
PR2_PRS_SOLL_PRZ_KOSTEN_FIX,,,numeric (24. 9)
PR2_PRS_SOLL_PRZ_KOSTEN_GKA,,,numeric (15. 5)
PR2_PRS_SOLL_PRZ_KOSTEN_PM,,,numeric (24. 9)
PR2_PRS_STATUS_STEMPELN_AB,,,N10
PR2_PRS_SYNC_ORGANIZER,,,N1
PR2_PRS_TAETWERT,,,N4
PR2_PRS_TASK_NOTIFY,,,N10
PR2_PRS_TERMIN_KATEGORIEKZ,,,N4
PR2_PRS_TERMIN_KATEGORIELFDNR,,,N4
PR2_PRS_USE4EIN,,,N1
PR2_PRS_USE4ILV,,,N1
PR2_PRS_USE4PPS,,,N1
PR2_PRS_USE4PRJ,,,N1
PR2_PRS_USE4ZEIT,,,N1
PR2_PRS_WAG_FIRMENNR,,,N10
PR2_PRS_WAG_TAET_HGR,,,N9
PR2_PRS_WAG_TAET_UGR,,,N9
PR2_PRS_ZUS_ZUSTAENDIGKEITNR,,,N6
PRD_AENDERUNGSDATUM,,,DATE
PRD_ERSTELLDATUM,,,DATE
PRD_ERSTELLUSER,,,A10
PRD_FIRMENNR,,,N10
PRD_LETZTERUSER,,,A10
PRD_MATCHCODE,,,A30
PRD_PERIODE_BISDATUM,,,DATE
PRD_PERIODE_JAHR,,,N4
PRD_PERIODE_MONAT,,,N2
PRD_PERIODE_VONDATUM,,,DATE
PRD_PERIODEBEZ,,,A80
PRD_PERIODENKZ,,,N1
PRD_SENT_JAHR,,,N4
PRD_SENT_MONAT,,,N2
PRD_UPERIODE,,,N2
PRE_AENDERUNGSDATUM,,,DATE
PRE_ERSTELLDATUM,,,DATE
PRE_ERSTELLUSER,,,A10
PRE_KEYNAME,,,A25
PRE_LETZTERUSER,,,A10
PRE_PIA_PICID,,,SEQID
PRE_PICARTIKELNR,,,A50
PRE_PICID,,,SEQID
PRE_VALUEBCD,,,numeric (24. 9)
PRE_VALUEDATE,,,DATE
PRE_VALUESTR,,,A4000
PRK_AENDERUNGSDATUM,,,DATE
PRK_BEZEICHNUNG,,,A255
PRK_ERSTELLDATUM,,,DATE
PRK_ERSTELLUSER,,,A10
PRK_FIRMENNR,,,N10
PRK_KREIS_BIS_PROJEKTNR,,,N10
PRK_KREIS_VON_PROJEKTNR,,,N10
PRK_LETZTERUSER,,,A10
PRK_NEXTNO_SEQU,,,N1
PRK_NUMMERNKREISART,,,N2
PRK_PROJEKTKREISLFDNR,,,N15
PRL_AENDERUNGSDATUM,,,DATE
PRL_BEZ,,,A255
PRL_ERSTELLDATUM,,,DATE
PRL_ERSTELLUSER,,,A10
PRL_FIRMENNR,,,N10
PRL_LETZTERUSER,,,A10
PRL_LFDNR,,,N9
PRL_PRLID,,,SEQID
PRL_STATUS,,,N5
PRN_AENDERUNGSDATUM,,,DATE
PRN_ERNLFDNR,,,N9
PRN_ERSTELLDATUM,,,DATE
PRN_ERSTELLUSER,,,A10
PRN_KEYNAME,,,A25
PRN_LETZTERUSER,,,A10
PRN_PICID,,,SEQID
PRO_ABRECHNUNGSTYP,,,N2
PRO_ABTEILUNG,,,A20
PRO_ABTEILUNGSNR,,,N6
PRO_ADK_ADRLISTENNR,,,N15
PRO_ADK_FIRMENNR,,,N10
PRO_AENDERUNGSDATUM,,,DATE
PRO_AKQUI_FIRMENNR,,,N10
PRO_AKQUI_MITARBEITERID,,,A16
PRO_AL_FIRMENNR,,,N10
PRO_AL_MITARBEITERID,,,A16
PRO_ANZAHLTEIL_KONDNR,,,N15
PRO_APA_AP_ID,,,N15
PRO_ATE_FIRMENNR,,,N10
PRO_AUFTRAGSSUMME,,,numeric (17. 2)
PRO_BASIS_FIRMENNR,,,N10
PRO_BASIS_PROJEKTNR,,,N10
PRO_BASIS_PROJEKTTYP,,,N2
PRO_BESCH_LANGTXTLFDNR,,,N15
PRO_BETRAG,,,numeric (24. 9)
PRO_BILANZSTICHTAG,,,DATE
PRO_BUDGET,,,numeric (24. 9)
PRO_CHECKLISTFB,,,A512
PRO_CHECKLISTLFDNR,,,N15
PRO_CHECKLISTPARAM,,,A512
PRO_CHRONIK,,,N15
PRO_CWFID,,,N15
PRO_DECKUNGSRUECKLASS,,,numeric (6. 2)
PRO_DIMENSION,,,A20
PRO_EDIT_DOG,,,A10
PRO_EINGABE_BIS,,,DATE
PRO_EKZ_AUFWAND_FIRMENNR,,,N10
PRO_EKZ_AUFWANDKZ,,,N4
PRO_EKZ_ERLOES_FIRMENNR,,,N10
PRO_EKZ_ERLOESKZ,,,N4
PRO_ERSTELLDATUM,,,DATE
PRO_ERSTELLUSER,,,A10
PRO_FAKTURIERBAR_AB,,,DATE
PRO_FARBCODENR,,,N2
PRO_FARBCODETABNR,,,N2
PRO_FIBUNR,,,N6
PRO_FILIALE_FIRMENNR,,,N10
PRO_FILIALNR,,,N10
PRO_FIRMA_BANKINSTLFDNR,,,N15
PRO_FIRMENKATEGORIEKZ,,,N4
PRO_FIRMENKATEGORIELFDNR,,,N4
PRO_FIRMENNR,,,N10
PRO_FKT_FIRMENNR,,,N10
PRO_FOLGEIST_FIRMENNR,,,N10
PRO_FOLGEIST_PROJEKTNR,,,N10
PRO_FOLGEIST_PROJEKTTYP,,,N2
PRO_FOLGEVON_FIRMENNR,,,N10
PRO_FOLGEVON_PROJEKTNR,,,N10
PRO_FOLGEVON_PROJEKTTYP,,,N2
PRO_FREIFELD1,,,N5
PRO_FREIFELD10,,,A40
PRO_FREIFELD11,,,A100
PRO_FREIFELD12,,,A100
PRO_FREIFELD18,,,A100
PRO_FREIFELD2,,,N5
PRO_FREIFELD28,,,N1
PRO_FREIFELD29,,,N1
PRO_FREIFELD3,,,N5
PRO_FREIFELD30,,,N1
PRO_FREIFELD4,,,N10
PRO_FREIFELD5,,,N10
PRO_FREIFELD6,,,DATE
PRO_FREIFELD7,,,DATE
PRO_FREIFELD8,,,A40
PRO_FREIFELD9,,,A40
PRO_FREIFELDA20_50,,,A50
PRO_FREIFELDA21_50,,,A50
PRO_FREIFELDA22_50,,,A50
PRO_FREIFELDA23_50,,,A50
PRO_FREIFELDA24_50,,,A50
PRO_FREIFELDA25_150,,,A150
PRO_FREIFELDA26_150,,,A150
PRO_FREIFELDA27_150,,,A150
PRO_FREIFELDA28_150,,,A150
PRO_FREIFELDA29_150,,,A150
PRO_FREIFELDA30_255,,,A255
PRO_FREIFELDA31_255,,,A255
PRO_FREIFELDA32_255,,,A255
PRO_FREIFELDA33_255,,,A255
PRO_FREIFELDA34_255,,,A255
PRO_FREIFELDD1,,,DATE
PRO_FREIFELDD2,,,DATE
PRO_FREIFELDD39,,,DATE
PRO_FREIFELDD40,,,DATE
PRO_FREIFELDNK1,,,numeric (24. 9)
PRO_FREIFELDNK2,,,numeric (24. 9)
PRO_FREIFELDNK3,,,numeric (24. 9)
PRO_FREIFELDNK4,,,numeric (24. 9)
PRO_FREIFELDNK5,,,numeric (24. 9)
PRO_FWF_FIRMENNR,,,N10
PRO_GEHOERTZU_FIRMENNR,,,N10
PRO_GESCHAEFTSBEREICH,,,A20
PRO_GESCHLOSSENAM,,,DATE
PRO_GF_FIRMENNR,,,N10
PRO_GF_MITARBEITERID,,,A16
PRO_GUID,,,A36
PRO_HAFTRUECKLASS,,,numeric (6. 2)
PRO_HATLAGER,,,N1
PRO_HATVORSTEUERABZUG,,,N1
PRO_HONORARRISIKO,,,N1
PRO_ISTANGEBOT,,,N1
PRO_ISTBEGINN,,,DATE
PRO_ISTBMDSTANDARD,,,N1
PRO_ISTENDE,,,DATE
PRO_ISTFERTIG,,,N1
PRO_ISTGESPERRT,,,N1
PRO_ISTHAUPTPROJEKT,,,N1
PRO_ISTKAMPAGNE,,,N1
PRO_ISTSTDDAUER,,,numeric (8. 2)
PRO_ISTSUBPROJEKT,,,N1
PRO_KATEGORIEKZ,,,N4
PRO_KATEGORIELFDNR,,,N4
PRO_KONDNR,,,N15
PRO_KONTAKT_FIRMENNR,,,N10
PRO_KONTAKT_PERSONENID,,,A16
PRO_KOSTENSTELLE,,,A20
PRO_KOSTENTRAEGER,,,A20
PRO_KWDID,,,SEQID
PRO_LANDNR,,,N4
PRO_LEISTUNG_AB,,,DATE
PRO_LEISTUNG_BIS,,,DATE
PRO_LETZTERUSER,,,A10
PRO_MIT_FIRMENNR,,,N10
PRO_MIT_RV_FIRMENNR,,,N10
PRO_MIT_RV_MITARBEITERID,,,A16
PRO_MITARBEITERID,,,A16
PRO_PER_FIRMENNR,,,N10
PRO_PERSONENID,,,A16
PRO_PKA_FIRMENNR,,,N10
PRO_PRIORITAETNR,,,char (1)
PRO_PROJEKTARTNR,,,N6
PRO_PROJEKTBESCH,,,A255
PRO_PROJEKTBEZ,,,A255
PRO_PROJEKTCLART,,,N2
PRO_PROJEKTFORTSCHRITT,,,numeric (6. 2)
PRO_PROJEKTGROESSE,,,N2
PRO_PROJEKTGRUPPENNR,,,N4
PRO_PROJEKTID,,,N15
PRO_PROJEKTMATCHCODE,,,A50
PRO_PROJEKTNR,,,N10
PRO_PROJEKTTYP,,,N2
PRO_RUECKSTELLUNG,,,numeric (9. 2)
PRO_SAP_FIRMENNR,,,N10
PRO_SAP_SAMMELPROJEKTNR,,,N10
PRO_SHOW_DOG,,,A10
PRO_SKONTO,,,numeric (6. 2)
PRO_SOLLBEGINN,,,DATE
PRO_SOLLENDE,,,DATE
PRO_SOLLSTDDAUER,,,numeric (8. 2)
PRO_SPERRGRUND,,,A255
PRO_STEUERART,,,N2
PRO_STV_FIRMENNR,,,N10
PRO_STV_MITARBEITERID,,,A16
PRO_TAGE_VALUTA_ANZAHLUNG,,,N4
PRO_TAGE_VALUTA_SCHLUSS,,,N4
PRO_TAGE_VALUTA_TEILRECH,,,N4
PRO_TEAM,,,A255
PRO_TEILRECHART,,,N1
PRO_TRSID,,,N15
PRO_V1_FIRMENNR,,,N10
PRO_V1_PERSONENID,,,A16
PRO_V2_FIRMENNR,,,N10
PRO_V2_PERSONENID,,,A16
PRO_V3_FIRMENNR,,,N10
PRO_V3_PERSONENID,,,A16
PRO_V4_FIRMENNR,,,N10
PRO_V4_PERSONENID,,,A16
PRO_VERLORENAM,,,DATE
PRO_VORSCHLAG_SHOW_DOG,,,A10
PRO_VWSTB_FIRMENNR,,,N10
PRO_VWSTB_MITARBEITERID,,,A16
PRO_WKT_FIRMENNR,,,N10
PRO_WKT_KONTENTABNR,,,N9
PRO_WORKFLOWDATUM,,,DATE
PRO_WTB_FIRMENNR,,,N10
PRO_WTB_WWSTEXTBNR,,,N15
PRO_WWSVERRECHNUNG,,,N2
PRO_ZEILVERRECHTYP,,,N2
PRP_ABDATUM,,,DATE
PRP_AENDERUNGSDATUM,,,DATE
PRP_ARL_FIRMENNR,,,N10
PRP_ARTIKELNR,,,A50
PRP_BETRAGSBERECHNUNGSART,,,N2
PRP_BETRAGSEINHEITKZ,,,N1
PRP_BISDATUM,,,DATE
PRP_EDIT_DOG,,,A10
PRP_ERSTELLDATUM,,,DATE
PRP_ERSTELLUSER,,,A10
PRP_HATSTAFFEL,,,N1
PRP_LETZTERUSER,,,A10
PRP_PAB_EBENE,,,N9
PRP_PAB_FIRMENNR,,,N10
PRP_PAB_PABLFDNR,,,N9
PRP_PROVBETR_STD,,,numeric (24. 9)
PRP_PROVBETR_ZWEITVERKAUF,,,numeric (24. 9)
PRP_PROVISIONART,,,N2
PRP_PROVISIONBASIS,,,N2
PRP_PROVISIONKZ,,,N2
PRP_PROVPROZ_STD,,,numeric (24. 9)
PRP_PROVPROZ_ZWEITVERKAUF,,,numeric (24. 9)
PRP_PROVTABID,,,N15
PRP_PROVTABPOSID,,,N15
PRP_PROVTABPOSNR,,,N10
PRP_RANG,,,N1
PRP_SAG_FIRMENNR,,,N10
PRP_SHOW_DOG,,,A10
PRP_STAFFELART,,,N2
PRP_STAFFELBASIS,,,N2
PRP_STAFFELBASIS_GRUNDL,,,N1
PRP_STATISTIKGRPLFDNR,,,N9
PRP_STATISTIKLFDNR,,,N9
PRP_VERTR_BAUMID,,,N15
PRP_VERTR_FIRMENNR,,,N10
PRP_VERTR_GRUPPENORDNERNR,,,N4
PRP_VERTR_MITARBEITERID,,,A16
PRP_VTS_FIRMENNR,,,N10
PRP_VTS_STUFE,,,N5
PRP_WAG_FIRMENNR,,,N10
PRP_WARENHAUPTGRNR,,,N9
PRP_WARENUNTERGRNR,,,N9
PRS_AENDERUNGSDATUM,,,DATE
PRS_APPOINTMENT_NOTIFY,,,N10
PRS_ARL_FIRMENNR,,,N10
PRS_ARL_TAETIGKEIT,,,A50
PRS_AUFGABE_KATEGORIEKZ,,,N4
PRS_AUFGABE_KATEGORIELFDNR,,,N4
PRS_AUTORISIERUNG_STEMPELN,,,N2
PRS_BAZ_ABFRAGE,,,N1
PRS_BDE_BAZ_MA_BEZUG,,,N1
PRS_BERECHNUNGSFORMEL,,,BIGSTRING
PRS_CHECKLISTE_BLOBLFDNR,,,N15
PRS_EDIT_DOG,,,A10
PRS_ERSTELLDATUM,,,DATE
PRS_ERSTELLUSER,,,A10
PRS_FIRMENNR,,,N10
PRS_GEPLANT_KATEGORIEKZ,,,N4
PRS_GEPLANT_KATEGORIELFDNR,,,N4
PRS_KAT_KATEGORIEKZ,,,N4
PRS_KAT_KATEGORIELFDNR,,,N4
PRS_LETZTERUSER,,,A10
PRS_LIEGEDAUER,,,N10
PRS_MATRM_ABST,,,N1
PRS_MATRM_ANST,,,N1
PRS_MENGENABFRAGE,,,N1
PRS_MERKMAL1,,,A120
PRS_MERKMAL2,,,A120
PRS_MERKMAL3,,,A120
PRS_MERKMAL4,,,A120
PRS_MERKMAL5,,,A120
PRS_MHD_RELEVANT,,,N1
PRS_PERIODENKZ,,,N2
PRS_POSTITNR,,,N15
PRS_PROZESS_KURZ_BEZ,,,A10
PRS_PROZESSBEZ,,,A255
PRS_PROZESSFARBE,,,N10
PRS_PROZESSID,,,A10
PRS_PROZESSKZ,,,N1
PRS_REF_PROZESSID,,,A10
PRS_REFPRS_FIRMENNR,,,N10
PRS_RSB_BOOKINGMODE,,,N2
PRS_RSB_RM,,,N4
PRS_SBS_STELLBESCHID,,,N15
PRS_SERIENNRABFRAGE,,,N2
PRS_SHOW_DOG,,,A10
PRS_SOLL_PRZ_KOSTEN_FIX,,,numeric (24. 9)
PRS_SOLL_PRZ_KOSTEN_GKA,,,numeric (15. 5)
PRS_SOLL_PRZ_KOSTEN_PM,,,numeric (24. 9)
PRS_STATUS_STEMPELN_AB,,,N10
PRS_SYNC_ORGANIZER,,,N1
PRS_TAETWERT,,,N4
PRS_TASK_NOTIFY,,,N10
PRS_TERMIN_KATEGORIEKZ,,,N4
PRS_TERMIN_KATEGORIELFDNR,,,N4
PRS_USE4EIN,,,N1
PRS_USE4ILV,,,N1
PRS_USE4PPS,,,N1
PRS_USE4PRJ,,,N1
PRS_USE4ZEIT,,,N1
PRS_WAG_FIRMENNR,,,N10
PRS_WAG_TAET_HGR,,,N9
PRS_WAG_TAET_UGR,,,N9
PRS_ZUS_ZUSTAENDIGKEITNR,,,N6
PRT_AENDERUNGSDATUM,,,DATE
PRT_AUSWAHLFELD1,,,N3
PRT_AUSWAHLFELD2,,,N3
PRT_AUSWAHLFELD3,,,N3
PRT_AUSWAHLFELD4,,,N3
PRT_AUSWAHLFELD5,,,N3
PRT_AUSWAHLFELD6,,,N3
PRT_BLOBLFDNR,,,N15
PRT_ERSTELLDATUM,,,DATE
PRT_ERSTELLUSER,,,A10
PRT_FIRMENNR,,,N10
PRT_FREIFELD1,,,N5
PRT_FREIFELD10,,,A40
PRT_FREIFELD11,,,A100
PRT_FREIFELD12,,,A100
PRT_FREIFELD2,,,N5
PRT_FREIFELD3,,,N5
PRT_FREIFELD4,,,N10
PRT_FREIFELD5,,,N10
PRT_FREIFELD6,,,DATE
PRT_FREIFELD7,,,DATE
PRT_FREIFELD8,,,A40
PRT_FREIFELD9,,,A40
PRT_HAUPT_PTNR,,,N10
PRT_LETZTERUSER,,,A10
PRT_MIT_FIRMENNR,,,N10
PRT_MITARBEITERID,,,A16
PRT_PROJEKTNR,,,N10
PRT_PROJEKTTYP,,,N2
PRT_PTABTEILUNG,,,A100
PRT_PTBESCH,,,A2000
PRT_PTBEZ,,,A255
PRT_PTEBENE,,,N4
PRT_PTFUNKTION,,,A255
PRT_PTFUNKTIONSTYP,,,N1
PRT_PTGELOESCHT,,,N1
PRT_PTID,,,N15
PRT_PTNR,,,N10
PRT_PTPARAMETER,,,A1024
PRT_PTZEILE,,,N4
PRT_PTZUSTAENDIGKEIT,,,A255
PRU_AENDERUNGSDATUM,,,DATE
PRU_BEZ,,,A120
PRU_ERSTELLDATUM,,,DATE
PRU_ERSTELLUSER,,,A10
PRU_FIRMENNR,,,N10
PRU_FREIFELDA01,,,A255
PRU_FREIFELDA02,,,A255
PRU_FREIFELDN01,,,N5
PRU_ISTBMDSTANDARD,,,N1
PRU_ISTGELOESCHT,,,N1
PRU_LETZTERUSER,,,A10
PRU_POSTITNR,,,N15
PRU_PRUID,,,N9
PRW_AENDERUNGSDATUM,,,DATE
PRW_AUSWAHLFELD1,,,N3
PRW_AUSWAHLFELD2,,,N3
PRW_AUSWAHLFELD3,,,N3
PRW_AUSWAHLFELD4,,,N3
PRW_AUSWAHLFELD5,,,N3
PRW_AUSWAHLFELD6,,,N3
PRW_BLOBLFDNR,,,N15
PRW_ERLEDIGTDATUM,,,DATE
PRW_ERLEDIGTUSER,,,A10
