---manuelle Felder:


---Felder von SQL Datenbank
Code,Comment,Description,Datentyp
GAU_EK_ART,,,N4
GAU_ERSTELLDATUM,,,DATE
GAU_ERSTELLUSER,,,A10
GAU_GES_FIRMENNR,,,N10
GAU_GES_PERSONENID,,,A16
GAU_GES_PERSONUNTERNR,,,N3
GAU_GEWANTEIL,,,numeric (24. 9)
GAU_GEWAUFT_JAHR,,,N4
GAU_GEWAUFT_MODELL,,,N5
GAU_GEWBETEILVA,,,numeric (24. 9)
GAU_GEWVERB_BETR01,,,numeric (24. 9)
GAU_GEWVERB_BETR02,,,numeric (24. 9)
GAU_GEWVERB_BETR03,,,numeric (24. 9)
GAU_GEWVERB_BETR04,,,numeric (24. 9)
GAU_GEWVERB_BETR05,,,numeric (24. 9)
GAU_GEWVERB_BETR06,,,numeric (24. 9)
GAU_GEWVERB_BETR07,,,numeric (24. 9)
GAU_GEWVERB_BETR08,,,numeric (24. 9)
GAU_GEWVERB_BETR09,,,numeric (24. 9)
GAU_GEWVERB_BETR10,,,numeric (24. 9)
GAU_GEWVERB_BETR11,,,numeric (24. 9)
GAU_GEWVERB_BETR12,,,numeric (24. 9)
GAU_GEWVERB_BETR13,,,numeric (24. 9)
GAU_GEWVERB_BETR14,,,numeric (24. 9)
GAU_GEWVERB_BETR15,,,numeric (24. 9)
GAU_GEWVERB_TEXT01,,,A100
GAU_GEWVERB_TEXT02,,,A100
GAU_GEWVERB_TEXT03,,,A100
GAU_GEWVERB_TEXT04,,,A100
GAU_GEWVERB_TEXT05,,,A100
GAU_GEWVERB_TEXT06,,,A100
GAU_GEWVERB_TEXT07,,,A100
GAU_GEWVERB_TEXT08,,,A100
GAU_GEWVERB_TEXT09,,,A100
GAU_GEWVERB_TEXT10,,,A100
GAU_GEWVERB_TEXT11,,,A100
GAU_GEWVERB_TEXT12,,,A100
GAU_GEWVERB_TEXT13,,,A100
GAU_GEWVERB_TEXT14,,,A100
GAU_GEWVERB_TEXT15,,,A100
GAU_GRUND,,,numeric (24. 9)
GAU_HR_GEWINN,,,numeric (24. 9)
GAU_IMMO,,,numeric (24. 9)
GAU_INC_SBV_WP,,,numeric (24. 9)
GAU_INV_SBV_KWG,,,numeric (24. 9)
GAU_KAPITAL_MITUNT,,,N1
GAU_KEIN_PAR23A,,,N1
GAU_KUN_FIRMENNR,,,N10
GAU_KUN_PERSONENID,,,A16
GAU_KZ7328,,,numeric (24. 9)
GAU_KZ7364,,,numeric (24. 9)
GAU_KZ7365,,,numeric (24. 9)
GAU_KZ7366,,,numeric (24. 9)
GAU_KZ7369,,,numeric (24. 9)
GAU_KZ7386,,,numeric (24. 9)
GAU_KZ7395,,,numeric (24. 9)
GAU_KZ7396,,,numeric (24. 9)
GAU_KZ7397,,,numeric (24. 9)
GAU_KZ7398,,,numeric (24. 9)
GAU_KZ7399,,,numeric (24. 9)
GAU_KZ7401,,,numeric (24. 9)
GAU_KZ7402,,,numeric (24. 9)
GAU_KZ7403,,,numeric (24. 9)
GAU_KZ7405,,,numeric (24. 9)
GAU_KZ7496,,,numeric (24. 9)
GAU_KZ7748,,,numeric (24. 9)
GAU_KZ7749,,,numeric (24. 9)
GAU_KZ7755,,,numeric (24. 9)
GAU_KZ7756,,,numeric (24. 9)
GAU_KZ7758,,,numeric (24. 9)
GAU_KZ7759,,,numeric (24. 9)
GAU_KZ7761,,,numeric (24. 9)
GAU_KZ7762,,,numeric (24. 9)
GAU_KZ7763,,,numeric (24. 9)
GAU_KZ7764,,,numeric (24. 9)
GAU_KZ7765,,,numeric (24. 9)
GAU_KZ7766,,,numeric (24. 9)
GAU_KZ7767,,,numeric (24. 9)
GAU_KZ7771,,,numeric (24. 9)
GAU_KZ7772,,,numeric (24. 9)
GAU_KZ7773,,,numeric (24. 9)
GAU_KZ7945,,,numeric (24. 9)
GAU_KZ7950,,,numeric (24. 9)
GAU_KZ7965,,,numeric (24. 9)
GAU_KZ7970,,,numeric (24. 9)
GAU_KZ7975,,,numeric (24. 9)
GAU_KZ9022,,,numeric (24. 9)
GAU_KZ9023,,,numeric (24. 9)
GAU_KZ9024,,,numeric (24. 9)
GAU_KZ9134,,,numeric (24. 9)
GAU_KZ9135,,,numeric (24. 9)
GAU_KZ9221,,,numeric (24. 9)
GAU_KZ9226,,,numeric (24. 9)
GAU_KZ9227,,,numeric (24. 9)
GAU_KZ9228,,,numeric (24. 9)
GAU_KZ9229,,,numeric (24. 9)
GAU_KZ9234,,,numeric (24. 9)
GAU_KZ9252,,,numeric (24. 9)
GAU_KZ9253,,,numeric (24. 9)
GAU_KZ9254,,,numeric (24. 9)
GAU_KZ9255,,,numeric (24. 9)
GAU_KZ9256,,,numeric (24. 9)
GAU_KZ9283,,,numeric (24. 9)
GAU_KZ9328,,,numeric (24. 9)
GAU_KZ9364,,,numeric (24. 9)
GAU_KZ9365,,,numeric (24. 9)
GAU_KZ9366,,,numeric (24. 9)
GAU_KZ9369,,,numeric (24. 9)
GAU_KZ9386,,,numeric (24. 9)
GAU_KZ9387,,,numeric (24. 9)
GAU_KZ9395,,,numeric (24. 9)
GAU_KZ9396,,,numeric (24. 9)
GAU_KZ9397,,,numeric (24. 9)
GAU_KZ9398,,,numeric (24. 9)
GAU_KZ9399,,,numeric (24. 9)
GAU_KZ9401,,,numeric (24. 9)
GAU_KZ9402,,,numeric (24. 9)
GAU_KZ9403,,,numeric (24. 9)
GAU_KZ9405,,,numeric (24. 9)
GAU_KZ9407,,,numeric (24. 9)
GAU_KZ9409,,,numeric (24. 9)
GAU_KZ9410,,,numeric (24. 9)
GAU_KZ9412,,,numeric (24. 9)
GAU_KZ9414,,,numeric (24. 9)
GAU_KZ9415,,,numeric (24. 9)
GAU_KZ9416,,,numeric (24. 9)
GAU_KZ9417,,,numeric (24. 9)
GAU_KZ9420,,,numeric (24. 9)
GAU_KZ9430,,,numeric (24. 9)
GAU_KZ9440,,,numeric (24. 9)
GAU_KZ9450,,,numeric (24. 9)
GAU_KZ9460,,,numeric (24. 9)
GAU_KZ9461,,,numeric (24. 9)
GAU_KZ9462,,,numeric (24. 9)
GAU_KZ9470,,,numeric (24. 9)
GAU_KZ9480,,,numeric (24. 9)
GAU_KZ9490,,,numeric (24. 9)
GAU_KZ9496,,,numeric (24. 9)
GAU_KZ9500,,,numeric (24. 9)
GAU_KZ9505,,,numeric (24. 9)
GAU_KZ9510,,,numeric (24. 9)
GAU_KZ9520,,,numeric (24. 9)
GAU_KZ9530,,,numeric (24. 9)
GAU_KZ9540,,,numeric (24. 9)
GAU_KZ9748,,,numeric (24. 9)
GAU_KZ9749,,,numeric (24. 9)
GAU_KZ9755,,,numeric (24. 9)
GAU_KZ9756,,,numeric (24. 9)
GAU_KZ9758,,,numeric (24. 9)
GAU_KZ9759,,,numeric (24. 9)
GAU_KZ9761,,,numeric (24. 9)
GAU_KZ9762,,,numeric (24. 9)
GAU_KZ9763,,,numeric (24. 9)
GAU_KZ9764,,,numeric (24. 9)
GAU_KZ9765,,,numeric (24. 9)
GAU_KZ9766,,,numeric (24. 9)
GAU_KZ9767,,,numeric (24. 9)
GAU_KZ9771,,,numeric (24. 9)
GAU_KZ9772,,,numeric (24. 9)
GAU_KZ9773,,,numeric (24. 9)
GAU_KZ9900,,,numeric (24. 9)
GAU_KZ9905,,,numeric (24. 9)
GAU_KZ9910,,,numeric (24. 9)
GAU_KZ9915,,,numeric (24. 9)
GAU_KZ9920,,,numeric (24. 9)
GAU_KZ9925,,,numeric (24. 9)
GAU_KZ9930,,,numeric (24. 9)
GAU_KZ9931,,,numeric (24. 9)
GAU_KZ9932,,,numeric (24. 9)
GAU_KZ9935,,,numeric (24. 9)
GAU_KZ9936,,,numeric (24. 9)
GAU_KZ9937,,,numeric (24. 9)
GAU_KZ9941,,,numeric (24. 9)
GAU_KZ9942,,,numeric (24. 9)
GAU_KZ9955,,,numeric (24. 9)
GAU_KZ9965,,,numeric (24. 9)
GAU_KZ9967,,,numeric (24. 9)
GAU_KZ9970,,,numeric (24. 9)
GAU_KZ9975,,,numeric (24. 9)
GAU_LETZTERUSER,,,A10
GAU_NAGVERLUSTE,,,numeric (24. 9)
GAU_NEGEWINNE,,,numeric (24. 9)
GAU_NEU_V,,,N1
GAU_STEUER_ERKLNR,,,N4
GAU_TATS_AK,,,N1
GAU_UNTERSTERKLNR,,,N4
GAU_VERGUETUNGEN,,,numeric (24. 9)
GAU_VERKFT,,,N1
GAU_VERRVERLUSTE,,,numeric (24. 9)
GAU_VERSCHENKT,,,N1
GAU_VORWEGGEWINN,,,numeric (24. 9)
GAU_VTZR_JAHRE,,,N10
GAU_VUVENDE,,,N1
GAW_AENDERUNGSDATUM,,,DATE
GAW_ARL_FIRMENNR,,,N10
GAW_ARTIKELNR,,,A50
GAW_ERSTELLDATUM,,,DATE
GAW_ERSTELLUSER,,,A10
GAW_GUELTIGAB,,,DATE
GAW_LETZTERUSER,,,A10
GAW_MAXGEBWERT,,,numeric (24. 9)
GAW_MAXNENNER,,,N4
GAW_MAXZAEHLER,,,numeric (6. 2)
GAW_MINGEBWERT,,,numeric (24. 9)
GAW_MINGSTWERT,,,numeric (24. 9)
GAW_MINNENNER,,,N4
GAW_MINZAEHLER,,,numeric (6. 2)
GAZ_AENDERUNGSDATUM,,,DATE
GAZ_ANG_FIRMENNR,,,N10
GAZ_ANG_PERSONENID,,,A16
GAZ_ANG_PERSONUNTERNR,,,N3
GAZ_ANGNR_ANZEIGE,,,N10
GAZ_ERSTELLDATUM,,,DATE
GAZ_ERSTELLUSER,,,A10
GAZ_FAMBEIHILFEBIS,,,DATE
GAZ_FAMBEIHILFEVON,,,DATE
GAZ_HATUNTERHALT,,,N1
GAZ_LETZTERUSER,,,A10
GAZ_PER_FIRMENNR,,,N10
GAZ_PER_PERSONENID,,,A16
GAZ_STEUERPFLICHTAB,,,N4
GAZ_STEUERPFLICHTBIS,,,N4
GAZ_UNTERHALTAB,,,DATE
GAZ_UNTERHALTBIS,,,DATE
GAZ_VERWANDTSCHAFTSTYP,,,N2
GBK_AENDERUNGSDATUM,,,DATE
GBK_BEZEICHNUNG,,,A50
GBK_DATENBESTANDNR,,,N15
GBK_ERSTELLDATUM,,,DATE
GBK_ERSTELLUSER,,,A10
GBK_GBKNR,,,N4
GBK_HRSSEQID,,,bigint (19. 0)
GBK_LETZTERUSER,,,A10
GBK_STUFE,,,N2
GBT_AENDERUNGSDATUM,,,DATE
GBT_ANGEHOERIGER,,,N1
GBT_ANZAHLTAGE,,,N4
GBT_AUFGABEERSTELLEN,,,N1
GBT_ERMITTLUNGSTYP,,,N1
GBT_ERSTELLDATUM,,,DATE
GBT_ERSTELLUSER,,,A10
GBT_GBTID,,,bigint (19. 0)
GBT_GESELLSCHAFTER,,,N1
GBT_INTERESSENT,,,N1
GBT_KONTAKTPERSON,,,N1
GBT_KUNDE,,,N1
GBT_LETZTERUSER,,,A10
GBT_LIEFERANT,,,N1
GBT_MIT_FIRMENNR,,,N10
GBT_MITARBEITER,,,N1
GBT_MITARBEITERID,,,A16
GBT_VERTRETER,,,N1
GE2_AENDERUNGSDATUM,,,DATE
GE2_BEMESSUNGSGRUNDLAGE,,,numeric (24. 9)
GE2_BEZEICHNUNG,,,A1024
GE2_ENTSTEHEN,,,DATE
GE2_ERKLNR,,,N4
GE2_ERKLUNTERNR,,,N4
GE2_ERSTELLDATUM,,,DATE
GE2_ERSTELLUSER,,,A10
GE2_FIRMENNR,,,N10
GE2_GB2LFDNR,,,N9
GE2_GEBUEHR,,,numeric (24. 9)
GE2_LETZTERUSER,,,A10
GE2_MODELL,,,N5
GE2_PERSONENID,,,A16
GE2_SELBSTBERECHNUNG,,,DATE
GE2_STEUERERKLJAHR,,,N4
GE2_VERTRAGSPARTEIEN,,,A1024
GEA_AENDERUNGSDATUM,,,DATE
GEA_ERSTELLDATUM,,,DATE
GEA_ERSTELLUSER,,,A10
GEA_FIRMENNR,,,N10
GEA_GEABEZ,,,A255
GEA_GEACODE,,,N2
GEA_GEAKURZBEZ,,,A120
GEA_GUELTIG_AB,,,DATE
GEA_GUELTIG_BIS,,,DATE
GEA_LETZTERUSER,,,A10
GEA_MATCHCODE,,,A30
GEA_STV_EK_FIRMENNR,,,N10
GEA_STV_EK_STVCODE,,,N5
GEA_STV_FIRMENNR,,,N10
GEA_STV_STVCODE,,,N5
GEB_AENDERUNGSDATUM,,,DATE
GEB_ERSTELLDATUM,,,DATE
GEB_ERSTELLUSER,,,A10
GEB_GEBUEHRENID,,,N15
GEB_GEGENSTANDSWERT,,,numeric (24. 9)
GEB_GUELTIG_AB,,,DATE
GEB_LETZTERUSER,,,A10
GEB_TABELLENKZ,,,A10
GEB_VOLLGEBUEHR,,,numeric (24. 9)
GEF_AENDERUNGSDATUM,,,DATE
GEF_BE_ENTLADUNG,,,A20
GEF_BEFOERDERGKAT,,,A10
GEF_BEFOERDERGKAT_BEZ,,,A80
GEF_BEGRENZTMENGEN,,,A20
GEF_BETRIEB,,,A20
GEF_EINHEITBERECHNUNG,,,N1
GEF_ERSTELLDATUM,,,DATE
GEF_ERSTELLUSER,,,A10
GEF_FAHRZEUGE_TANKS,,,A20
GEF_FREIFELDA1,,,A20
GEF_FREIFELDA2,,,A20
GEF_FREIFELDD1,,,DATE
GEF_FREIFELDD2,,,DATE
GEF_FREIFELDN1,,,N5
GEF_FREIFELDN2,,,N5
GEF_FREIGESTMENGEN,,,A20
GEF_GEFGUTBEZ,,,A255
GEF_GEFGUTEINHEIT,,,numeric (24. 9)
GEF_GEFGUTFAKTOR,,,numeric (24. 9)
GEF_GEFGUTID,,,N15
GEF_GEFGUTKLASSE,,,A20
GEF_GEFGUTLITERA,,,A20
GEF_GEFGUTZIFFER,,,N10
GEF_KLASSIFCODE,,,A20
GEF_LETZTERUSER,,,A10
GEF_LOSE_SCHUETT,,,A20
GEF_MATCHCODE,,,A30
GEF_NUMMERGEFAHRKZ,,,A20
GEF_POSTITNR,,,N15
GEF_SONDERVOR,,,A20
GEF_SONDERVOR_TANKS,,,A20
GEF_TANKCODIERUNG,,,A20
GEF_TUNNELBESCHCODES,,,A20
GEF_UNNUMMER,,,N10
GEF_VERPACKGSGRUPPE,,,A10
GEF_VERSANDSTUECKE,,,A20
GEG_ADRESSE,,,A255
GEG_AENDERUNGSDATUM,,,DATE
GEG_ARL_FIRMENNR,,,N10
GEG_ARTIKELNR,,,A50
GEG_BEZUGSJAHR,,,N4
GEG_BEZUGSMONAT,,,N2
GEG_BKZ_FIRMENNR,,,N10
GEG_BKZ_ISTEIGENE,,,N1
GEG_BKZ_KZNR,,,N6
GEG_BKZ_KZPAKETNR,,,N4
GEG_ERKLNR,,,N4
GEG_ERKLUNTERNR,,,N4
GEG_ERSTELLDATUM,,,DATE
GEG_ERSTELLUSER,,,A10
GEG_FIBU_BERECHNUNGSART,,,N1
GEG_FIBU_BERECHNUNGSBASIS,,,A50
GEG_GEGENSTANDSWERT,,,numeric (24. 9)
GEG_GEGENSTANDSWERTID,,,bigint (19. 0)
GEG_LETZTERUSER,,,A10
GEG_PER_FIRMENNR,,,N10
GEG_PERSONENID,,,A16
GEG_REFERENZKATEGORIE,,,N4
GEG_REFERENZZWECK,,,N4
GEG_WAG_FIRMENNR,,,N10
GEG_WARENHAUPTGRNR,,,N9
GEG_WARENUNTERGRNR,,,N9
gei_geplant,,,nvarchar (1999)
gei_geplant_count,,,nvarchar (1999)
gei_maxrev,,,nvarchar (1999)
gei_ppskapaid,,,N15
gei_scrnr,,,nvarchar (1999)
gei_version,,,nvarchar (1999)
gei_wii_neu_count,,,nvarchar (9)
gei_wii_patch_count,,,nvarchar (9)
GEK_AENDERUNGSDATUM,,,DATE
GEK_BELEGDATUM,,,DATE
GEK_BELEGNR,,,A20
GEK_BISDATUM,,,DATE
GEK_ERSTELLDATUM,,,DATE
GEK_ERSTELLUSER,,,A10
GEK_FIRMENNR,,,N10
GEK_GEFGUTKOPFBEZ,,,A50
GEK_GEFGUTKOPFID,,,bigint (19. 0)
GEK_LANDNR,,,N4
GEK_LETZTERUSER,,,A10
GEK_MATCHCODE,,,A30
GEK_VONDATUM,,,DATE
GEM_AENDERUNGSDATUM,,,DATE
GEM_ERSTELLDATUM,,,DATE
GEM_ERSTELLUSER,,,A10
GEM_GEMEINDENAME,,,A50
GEM_GEMEINDENR,,,N12
GEM_IART,,,A2
GEM_LANDNR,,,N4
GEM_LETZTERUSER,,,A10
GEP_AENDERUNGSDATUM,,,DATE
GEP_AUFTRAGS_EPSTKLISTID,,,bigint (19. 0)
GEP_BE_ENTLADUNG,,,A20
GEP_BEFOERDERGKAT,,,A10
GEP_BEFOERDERGKAT_BEZ,,,A80
GEP_BEGRENZTMENGEN,,,A20
GEP_BETRIEB,,,A20
GEP_EINHEITBERECHNUNG,,,N1
GEP_EINHEITKBEZ,,,A6
GEP_ERSTELLDATUM,,,DATE
GEP_ERSTELLUSER,,,A10
GEP_FAHRZEUGE_TANKS,,,A20
GEP_FIRMENNR,,,N10
GEP_FREIFELDA01_20,,,A20
GEP_FREIFELDA02_20,,,A20
GEP_FREIFELDD01,,,DATE
GEP_FREIFELDD02,,,DATE
GEP_FREIFELDN01_5,,,N5
GEP_FREIFELDN02_5,,,N5
GEP_FREIGESTMENGEN,,,A20
GEP_GEFGUTBERECH,,,N1
GEP_GEFGUTBERECHART,,,N1
GEP_GEFGUTBEZ,,,A255
GEP_GEFGUTEINHEIT,,,numeric (24. 9)
GEP_GEFGUTEINHEITEN,,,numeric (24. 9)
GEP_GEFGUTFAKTOR,,,numeric (24. 9)
GEP_GEFGUTID,,,N15
GEP_GEFGUTKLASSE,,,A20
GEP_GEFGUTKOPFID,,,bigint (19. 0)
GEP_GEFGUTLITERA,,,A20
GEP_GEFGUTPOSLFDNR,,,N9
GEP_GEFGUTZIFFER,,,N10
GEP_KLASSIFCODE,,,A20
GEP_LETZTERUSER,,,A10
GEP_LFS_FIRMENNR,,,N10
GEP_LIEFERSCHEINLFDNR,,,N15
GEP_LIEFERSCHEINPOSLFDNR,,,N15
GEP_LOSE_SCHUETT,,,A20
GEP_MATCHCODE,,,A30
GEP_MENGE,,,numeric (24. 9)
GEP_NUMMERGEFAHRKZ,,,A20
GEP_POSTITNR,,,N15
GEP_PRODUKTIONS_EPSTKLISTID,,,bigint (19. 0)
GEP_SONDERVOR,,,A20
GEP_SONDERVOR_TANKS,,,A20
GEP_TANKCODIERUNG,,,A20
GEP_TUNNELBESCHCODES,,,A20
GEP_UNNUMMER,,,N10
GEP_VERPACKGSGRUPPE,,,A10
GEP_VERSANDSTUECKE,,,A20
GER_AENDERUNGSDATUM,,,DATE
GER_ERSTELLDATUM,,,DATE
GER_ERSTELLUSER,,,A10
GER_GERICHTSART,,,A10
GER_GERICHTSNAME,,,A255
GER_GERICHTSNR,,,N12
GER_IART,,,A2
GER_ISTFIRMENBUCH,,,N1
GER_LANDNR,,,N4
GER_LETZTERUSER,,,A10
GER_SPRENGEL,,,A255
GEZ_AENDERUNGSDATUM,,,DATE
GEZ_ERSTELLDATUM,,,DATE
GEZ_ERSTELLUSER,,,A10
GEZ_GEBUEHRENZUSATZID,,,N15
GEZ_GEGENSTANDSWERT,,,numeric (24. 9)
GEZ_GUELTIG_AB,,,DATE
GEZ_LETZTERUSER,,,A10
GEZ_MINDESTGEBUEHR,,,numeric (24. 9)
GEZ_SCHRITTWEITE,,,numeric (24. 9)
GEZ_TABELLENKZ,,,A10
GEZ_ZUSATZGEBUEHR,,,numeric (24. 9)
GFZ_AENDERUNGSDATUM,,,DATE
GFZ_ERSTELLDATUM,,,DATE
GFZ_ERSTELLUSER,,,A10
GFZ_FIBUNR,,,N6
GFZ_FIRMENNR,,,N10
GFZ_GEBURTSDATUM,,,DATE
GFZ_KOMP_FIRMENBUCHNR,,,A20
GFZ_KOMP_FIRMENNAME,,,A50
GFZ_KOMP_FIRMENZUSATZNAME,,,A50
GFZ_KOMP_FIRMENZUSATZNAME1,,,A50
GFZ_LETZTERUSER,,,A10
GFZ_NAME,,,A50
GFZ_PER_FIRMENNR,,,N10
GFZ_PER_PERSONENID,,,A16
GFZ_PERSKZ,,,A3
GFZ_PGE_GES_FIRMENNR,,,N10
GFZ_PGE_GES_PERSONENID,,,A16
GFZ_PGE_GES_PERSONUNTERNR,,,N3
GFZ_PGE_KUN_FIRMENNR,,,N10
GFZ_PGE_KUN_PERSONENID,,,A16
GFZ_REGISTERART,,,N4
GFZ_TITEL,,,A50
GFZ_UNTERSCHRIFTSDATUM,,,DATE
GFZ_VORNAME,,,A50
GFZ_XMLJABGESNR,,,N4
GGP_AENDERUNGSDATUM,,,DATE
GGP_BUVARIANTE,,,N4
GGP_ERSTELLDATUM,,,DATE
GGP_ERSTELLUSER,,,A10
GGP_FIBUNR,,,N6
GGP_FIRMENNR,,,N10
GGP_GGP_VARIANTE,,,N2
GGP_INVEST_KWG,,,numeric (24. 9)
GGP_INVEST_WP,,,numeric (24. 9)
GGP_KOSTENSTAMMNR,,,A20
GGP_KOSTENTYP,,,N1
GGP_LETZTERUSER,,,A10
GGP_MAX_GRUNDFB,,,numeric (24. 9)
GGP_MP_PROZ,,,numeric (24. 9)
GGP_UMLAGEVARIANTE,,,N4
GID_AENDERUNGSDATUM,,,DATE
GID_ANMERKUNG,,,A255
GID_AUFTRAGGEBER,,,A100
GID_AUFTRAGGEBERTYP,,,N2
GID_DKZID,,,SEQID
GID_DOKUMENTATION,,,N1
GID_ERFORDERLICH,,,N1
GID_ERSTELLDATUM,,,DATE
GID_ERSTELLUSER,,,A10
GID_FIR_FIRMENNR,,,N10
GID_FREIFELDA01,,,A100
GID_FREIFELDA02,,,A100
GID_FREIFELDA03,,,A100
GID_FREIFELDA04,,,A20
GID_FREIFELDA05,,,A20
GID_FREIGABE_BMDUSERID,,,A10
GID_FREIGABEAM,,,DATE
GID_GIDID,,,SEQID
GID_GWIID,,,SEQID
GID_IDENTIFIZIERUNG,,,N2
GID_KOPIE,,,N1
GID_LETZTERUSER,,,A10
GID_MIT_FIR_FIRMENNR,,,N10
GID_MITARBEITERID,,,A16
GID_PEPPRUEFUNG,,,N1
GID_PERSONENID,,,A16
GID_POSTITNR,,,N15
GID_PRUEFDATUM,,,DATE
GID_VERTRETUNG,,,N1
GK1_GKK_AENDERUNGSDATUM,,,DATE
GK1_GKK_ERSTELLDATUM,,,DATE
GK1_GKK_ERSTELLUSER,,,A10
GK1_GKK_GKKNAME,,,A50
GK1_GKK_GKKNR,,,N4
GK1_GKK_IART,,,A2
GK1_GKK_LANDNR,,,N4
GK1_GKK_LETZTERUSER,,,A10
GK1_GKK_VSTRNR,,,A2
GKK_AENDERUNGSDATUM,,,DATE
GKK_ERSTELLDATUM,,,DATE
GKK_ERSTELLUSER,,,A10
GKK_GKKNAME,,,A50
GKK_GKKNR,,,N4
GKK_IART,,,A2
GKK_LANDNR,,,N4
GKK_LETZTERUSER,,,A10
GKK_VSTRNR,,,A2
GKL_AENDERUNGSDATUM,,,DATE
GKL_ANZAHLBETRIEBE,,,N9
GKL_BETRIEBSLEISTUNG_BIS,,,numeric (24. 9)
GKL_BETRIEBSLEISTUNG_VON,,,numeric (24. 9)
GKL_BRANCHENNR,,,N9
GKL_ERSTELLDATUM,,,DATE
GKL_ERSTELLUSER,,,A10
GKL_GR_BEZ,,,A50
GKL_GR_KZPAKETNR,,,N4
GKL_GR_LFDNR,,,N1
GKL_GR_QUARTAL,,,N1
GKL_GR_VERGLEICHSJAHR,,,N4
GKL_LANDNR,,,N4
GKL_LETZTERUSER,,,A10
GKL_SOURCE,,,N2
GKL_WARENEINSATZ_BIS,,,numeric (24. 9)
GKL_WARENEINSATZ_VON,,,numeric (24. 9)
GKO_AENDERUNGSDATUM,,,DATE
GKO_ANDERE,,,A255
GKO_ANTEILE_RL,,,A255
GKO_AUSSTEHEND,,,A255
GKO_BUCHUNGS_GUID,,,bigint (19. 0)
GKO_DOTKAP,,,A255
GKO_EINLAGE_STILL,,,A255
GKO_ERSTELLDATUM,,,DATE
GKO_ERSTELLUSER,,,A10
GKO_FIBUNR,,,N6
GKO_FIRMENNR,,,N10
GKO_GENUSSRECHT,,,A255
GKO_GESDARLEHEN,,,A255
GKO_GEWINN_GGKTO,,,N10
GKO_GEWINN_KTO,,,N10
GKO_KKE_AUSSTEHEND_EING,,,A255
GKO_KKE_AUSSTEHEND_NEING,,,A255
GKO_KKE_BILANZGV,,,A255
GKO_KKE_DARLEHEN,,,A255
GKO_KKE_FEST,,,A255
GKO_KKE_GEWINNVORTRAG,,,A255
GKO_KKE_KAPITAL3,,,A255
GKO_KKE_KOMMANDIT,,,A255
GKO_KKE_RUECKLAGEN,,,A255
GKO_KKE_VARIABEL,,,A255
GKO_KKE_VERLUSTAUSGLEICH,,,A255
GKO_KKE_VERLUSTVORTRAG,,,A255
GKO_KKE_VERRECHNUNG,,,A255
GKO_LETZTERUSER,,,A10
GKO_NACHRANG,,,A255
GKO_NGED_ENTNAHMEN,,,A255
GKO_NGED_VERLANTEIL,,,A255
GKO_PER_FIRMENNR,,,N10
GKO_PERSONENID,,,A16
GKO_ST_AUSGLEICH,,,A255
GKO_TANTIEME_GGKTO,,,N10
GKO_TANTIEME_KTO,,,N10
GKO_UEBRIGE_WK_KTO,,,N10
GKO_VERLUST_GGKTO,,,N10
GKO_VERLUST_KTO,,,N10
GKO_WAEHRDIFF,,,A255
GKO_ZINSEN_KTO,,,N10
GKV_AENDERUNGSDATUM,,,DATE
GKV_DATENBESTANDNR,,,N15
GKV_ERSTELLDATUM,,,DATE
GKV_ERSTELLUSER,,,A10
GKV_GUELTIGAB,,,DATE
GKV_LETZTERUSER,,,A10
GKV_NACHT_BEZ,,,numeric (5. 2)
GKV_NACHT_MAX_FREI,,,numeric (5. 2)
GKV_REG_LANDNR,,,N4
GKV_REG_REGIONNR,,,N4
GKV_SID_KVID,,,bigint (19. 0)
GKV_TAG_BEZ,,,numeric (5. 2)
GKV_TAG_MAX_FREI,,,numeric (5. 2)
GLS_AENDERUNGSDATUM,,,DATE
GLS_AUSWERTUNGSNR,,,N8
GLS_BUVARIANTE,,,N4
GLS_BUVARIANTE_VOR,,,N4
GLS_EDIT_DOG,,,A10
GLS_ERSTELLDATUM,,,DATE
GLS_ERSTELLUSER,,,A10
GLS_FIBUNR,,,N6
GLS_FIRMENNR,,,N10
GLS_GLS_BASISSCHEMANR,,,N4
GLS_GLSCHEMABEZ,,,A50
GLS_GLSCHEMANR,,,N4
GLS_ISTBMDSTANDARD,,,N1
GLS_ISTEIGENE,,,N1
GLS_KATALOGNR,,,N9
GLS_LANDNR,,,N4
GLS_LETZTERUSER,,,A10
GLS_MATCHCODE,,,A30
GLS_REPORTNR,,,N10
GLS_SHOW_DOG,,,A10
GLS_TAUSENDER,,,N1
GLT_AENDERUNGSDATUM,,,DATE
GLT_BETRAGQUELLE,,,N2
GLT_BILGRUPPE,,,N1
GLT_BKZ_FIRMENNR,,,N10
GLT_BKZ_ISTEIGENE,,,N1
GLT_BKZ_KZNR,,,N6
GLT_BKZ_KZPAKETNR,,,N4
GLT_BV_GLSCHEMANR,,,N4
GLT_BV_GLTEXTNR,,,N9
GLT_BVKENNUNG,,,N4
GLT_DAVONPOS,,,N9
GLT_DRUCKENABGROESSE,,,N1
GLT_EAAUTO,,,N1
GLT_EBENE,,,N1
GLT_EBS_EBILNR,,,N9
GLT_ERSTELLDATUM,,,DATE
GLT_ERSTELLUSER,,,A10
GLT_EXTERNE_TEXTNR,,,A255
GLT_FIBUNR,,,N6
GLT_FIRMENNR,,,N10
GLT_FRISTIGKEIT,,,N1
GLT_GLREIHENFOLGE,,,N6
GLT_GLSCHEMANR,,,N4
GLT_GLTEXTNR,,,N9
